Full_ID,Gene,ENSG_ID
LINC01235_ENSG00000270547,LINC01235,ENSG00000270547
IGHV3-30_ENSG00000270550,IGHV3-30,ENSG00000270550
RP11-546J1.1_ENSG00000270557,RP11-546J1.1,ENSG00000270557
RP11-154H23.3_ENSG00000270562,RP11-154H23.3,ENSG00000270562
RP11-355F16.1_ENSG00000270571,RP11-355F16.1,ENSG00000270571
RP11-171I2.2_ENSG00000270574,RP11-171I2.2,ENSG00000270574
RP11-348N5.7_ENSG00000270589,RP11-348N5.7,ENSG00000270589
PRAMEF5_ENSG00000270601,PRAMEF5,ENSG00000270601
HCG17_ENSG00000270604,HCG17,ENSG00000270604
RP5-1092A3.4_ENSG00000270605,RP5-1092A3.4,ENSG00000270605
RP11-359E10.1_ENSG00000270607,RP11-359E10.1,ENSG00000270607
NBPF14_ENSG00000270629,NBPF14,ENSG00000270629
RP3-466P17.1_ENSG00000270638,RP3-466P17.1,ENSG00000270638
TSIX_ENSG00000270641,TSIX,ENSG00000270641
TAF15_ENSG00000270647,TAF15,ENSG00000270647
RP11-105N14.1_ENSG00000270659,RP11-105N14.1,ENSG00000270659
RP1-142L7.9_ENSG00000270661,RP1-142L7.9,ENSG00000270661
MTRNR2L6_ENSG00000270672,MTRNR2L6,ENSG00000270672
YTHDF3-AS1_ENSG00000270673,YTHDF3-AS1,ENSG00000270673
RP11-372K14.2_ENSG00000270681,RP11-372K14.2,ENSG00000270681
IGHV1OR15-6_ENSG00000270685,IGHV1OR15-6,ENSG00000270685
RP11-342K6.1_ENSG00000270696,RP11-342K6.1,ENSG00000270696
RP11-381K20.4_ENSG00000270697,RP11-381K20.4,ENSG00000270697
RP11-84C13.2_ENSG00000270720,RP11-84C13.2,ENSG00000270720
RP11-383H17.4_ENSG00000270725,RP11-383H17.4,ENSG00000270725
RP11-461L13.3_ENSG00000270750,RP11-461L13.3,ENSG00000270750
DEAR_ENSG00000270751,DEAR,ENSG00000270751
RP11-138E2.1_ENSG00000270755,RP11-138E2.1,ENSG00000270755
AD001527.7_ENSG00000270760,AD001527.7,ENSG00000270760
RP11-385F7.1_ENSG00000270761,RP11-385F7.1,ENSG00000270761
GAS2L2_ENSG00000270765,GAS2L2,ENSG00000270765
RP11-103J8.1_ENSG00000270792,RP11-103J8.1,ENSG00000270792
C17orf50_ENSG00000270806,C17orf50,ENSG00000270806
LINC00221_ENSG00000270816,LINC00221,ENSG00000270816
RP11-355B11.2_ENSG00000270820,RP11-355B11.2,ENSG00000270820
RP11-2E11.6_ENSG00000270823,RP11-2E11.6,ENSG00000270823
AC015849.12_ENSG00000270829,AC015849.12,ENSG00000270829
RP11-706J10.2_ENSG00000270866,RP11-706J10.2,ENSG00000270866
AC015849.19_ENSG00000270871,AC015849.19,ENSG00000270871
ZNF30-AS1_ENSG00000270876,ZNF30-AS1,ENSG00000270876
HIST2H4A_ENSG00000270882,HIST2H4A,ENSG00000270882
RP11-461L13.5_ENSG00000270883,RP11-461L13.5,ENSG00000270883
RASL10B_ENSG00000270885,RASL10B,ENSG00000270885
GPR75-ASB3_ENSG00000270898,GPR75-ASB3,ENSG00000270898
RP11-379K22.3_ENSG00000270919,RP11-379K22.3,ENSG00000270919
CTD-2227E11.1_ENSG00000270933,CTD-2227E11.1,ENSG00000270933
RP5-856G1.1_ENSG00000270937,RP5-856G1.1,ENSG00000270937
AC025811.3_ENSG00000270947,AC025811.3,ENSG00000270947
RP1-309F20.4_ENSG00000270951,RP1-309F20.4,ENSG00000270951
RP11-2E11.9_ENSG00000270953,RP11-2E11.9,ENSG00000270953
RP11-65L3.4_ENSG00000270956,RP11-65L3.4,ENSG00000270956
LPP-AS2_ENSG00000270959,LPP-AS2,ENSG00000270959
IGHD5OR15-5A_ENSG00000270961,IGHD5OR15-5A,ENSG00000270961
RP11-502I4.3_ENSG00000270964,RP11-502I4.3,ENSG00000270964
RP11-326C3.15_ENSG00000270972,RP11-326C3.15,ENSG00000270972
AC015849.16_ENSG00000270977,AC015849.16,ENSG00000270977
RP11-342K6.4_ENSG00000270996,RP11-342K6.4,ENSG00000270996
RP11-346C20.3_ENSG00000271009,RP11-346C20.3,ENSG00000271009
RP11-10C24.1_ENSG00000271020,RP11-10C24.1,ENSG00000271020
CTD-2527I21.14_ENSG00000271032,CTD-2527I21.14,ENSG00000271032
RP5-933K21.3_ENSG00000271040,RP5-933K21.3,ENSG00000271040
RP11-138I18.2_ENSG00000271046,RP11-138I18.2,ENSG00000271046
RP11-607P23.1_ENSG00000271065,RP11-607P23.1,ENSG00000271065
CTAGE15_ENSG00000271079,CTAGE15,ENSG00000271079
NAMA_ENSG00000271086,NAMA,ENSG00000271086
TMEM56-RWDD3_ENSG00000271092,TMEM56-RWDD3,ENSG00000271092
CTC-523E23.11_ENSG00000271109,CTC-523E23.11,ENSG00000271109
CTD-2012J19.3_ENSG00000271119,CTD-2012J19.3,ENSG00000271119
RP11-379H18.1_ENSG00000271122,RP11-379H18.1,ENSG00000271122
CTA-293F17.1_ENSG00000271133,CTA-293F17.1,ENSG00000271133
IGLVIVOR22-1_ENSG00000271138,IGLVIVOR22-1,ENSG00000271138
RP11-171I2.4_ENSG00000271141,RP11-171I2.4,ENSG00000271141
RP11-394I13.2_ENSG00000271151,RP11-394I13.2,ENSG00000271151
RP11-435O5.5_ENSG00000271155,RP11-435O5.5,ENSG00000271155
LINC01109_ENSG00000271167,LINC01109,ENSG00000271167
RP11-660M5.1_ENSG00000271172,RP11-660M5.1,ENSG00000271172
IGHV3OR16-13_ENSG00000271178,IGHV3OR16-13,ENSG00000271178
RP5-855F16.1_ENSG00000271185,RP5-855F16.1,ENSG00000271185
RP11-430G17.3_ENSG00000271200,RP11-430G17.3,ENSG00000271200
AB019440.50_ENSG00000271201,AB019440.50,ENSG00000271201
RP11-138A9.1_ENSG00000271204,RP11-138A9.1,ENSG00000271204
RP1-142L7.8_ENSG00000271208,RP1-142L7.8,ENSG00000271208
LINC01050_ENSG00000271216,LINC01050,ENSG00000271216
RP3-523E19.2_ENSG00000271218,RP3-523E19.2,ENSG00000271218
CTC-336P14.1_ENSG00000271228,CTC-336P14.1,ENSG00000271228
RP5-894D12.4_ENSG00000271234,RP5-894D12.4,ENSG00000271234
RP11-238F2.1_ENSG00000271239,RP11-238F2.1,ENSG00000271239
AC240274.1_ENSG00000271254,AC240274.1,ENSG00000271254
RP11-1109F11.5_ENSG00000271259,RP11-1109F11.5,ENSG00000271259
RP11-230C9.4_ENSG00000271265,RP11-230C9.4,ENSG00000271265
TMCC1-AS1_ENSG00000271270,TMCC1-AS1,ENSG00000271270
IGHV1OR15-3_ENSG00000271288,IGHV1OR15-3,ENSG00000271288
SRXN1_ENSG00000271303,SRXN1,ENSG00000271303
RP11-435O5.6_ENSG00000271314,RP11-435O5.6,ENSG00000271314
RP11-1152H14.1_ENSG00000271320,RP11-1152H14.1,ENSG00000271320
CTAGE6_ENSG00000271321,CTAGE6,ENSG00000271321
RP11-10C24.2_ENSG00000271324,RP11-10C24.2,ENSG00000271324
RP11-1109F11.3_ENSG00000271327,RP11-1109F11.3,ENSG00000271327
CTD-2078B5.2_ENSG00000271334,CTD-2078B5.2,ENSG00000271334
RP11-324I22.4_ENSG00000271335,RP11-324I22.4,ENSG00000271335
RP11-274B21.9_ENSG00000271344,RP11-274B21.9,ENSG00000271344
RP11-138I18.1_ENSG00000271360,RP11-138I18.1,ENSG00000271360
AC002128.5_ENSG00000271366,AC002128.5,ENSG00000271366
RP3-483K16.4_ENSG00000271367,RP3-483K16.4,ENSG00000271367
RP11-307C12.12_ENSG00000271380,RP11-307C12.12,ENSG00000271380
RP11-1060G2.2_ENSG00000271382,RP11-1060G2.2,ENSG00000271382
NBPF19_ENSG00000271383,NBPF19,ENSG00000271383
RP11-382D12.2_ENSG00000271387,RP11-382D12.2,ENSG00000271387
RP11-75N6.3_ENSG00000271395,RP11-75N6.3,ENSG00000271395
RP5-1092A3.5_ENSG00000271398,RP5-1092A3.5,ENSG00000271398
RP11-171I2.3_ENSG00000271401,RP11-171I2.3,ENSG00000271401
RP11-432J9.3_ENSG00000271409,RP11-432J9.3,ENSG00000271409
SNHG24_ENSG00000271417,SNHG24,ENSG00000271417
RP5-1057J7.7_ENSG00000271420,RP5-1057J7.7,ENSG00000271420
NBPF10_ENSG00000271425,NBPF10,ENSG00000271425
RP11-188D8.1_ENSG00000271427,RP11-188D8.1,ENSG00000271427
MMP28_ENSG00000271447,MMP28,ENSG00000271447
RP11-710C12.1_ENSG00000271474,RP11-710C12.1,ENSG00000271474
CCL5_ENSG00000271503,CCL5,ENSG00000271503
RP11-36B6.1_ENSG00000271522,RP11-36B6.1,ENSG00000271522
RP11-326I11.4_ENSG00000271538,RP11-326I11.4,ENSG00000271538
RP11-230C9.2_ENSG00000271551,RP11-230C9.2,ENSG00000271551
RP11-274B21.10_ENSG00000271553,RP11-274B21.10,ENSG00000271553
RP4-665N4.8_ENSG00000271554,RP4-665N4.8,ENSG00000271554
RP13-444H2.1_ENSG00000271564,RP13-444H2.1,ENSG00000271564
PPIAL4E_ENSG00000271567,PPIAL4E,ENSG00000271567
RP11-486G15.2_ENSG00000271576,RP11-486G15.2,ENSG00000271576
RP11-116D17.3_ENSG00000271579,RP11-116D17.3,ENSG00000271579
RP11-89C3.4_ENSG00000271584,RP11-89C3.4,ENSG00000271584
RP11-181E10.3_ENSG00000271590,RP11-181E10.3,ENSG00000271590
LIX1L_ENSG00000271601,LIX1L,ENSG00000271601
MILR1_ENSG00000271605,MILR1,ENSG00000271605
LINC00936_ENSG00000271614,LINC00936,ENSG00000271614
RP11-408O19.5_ENSG00000271631,RP11-408O19.5,ENSG00000271631
RP11-10C24.3_ENSG00000271643,RP11-10C24.3,ENSG00000271643
RP11-326I11.3_ENSG00000271646,RP11-326I11.3,ENSG00000271646
RP11-259K5.1_ENSG00000271653,RP11-259K5.1,ENSG00000271653
RP11-435O5.4_ENSG00000271659,RP11-435O5.4,ENSG00000271659
RP11-95I16.4_ENSG00000271670,RP11-95I16.4,ENSG00000271670
GS1-393G12.13_ENSG00000271698,GS1-393G12.13,ENSG00000271698
RP11-297J22.1_ENSG00000271709,RP11-297J22.1,ENSG00000271709
CTD-2377O17.1_ENSG00000271714,CTD-2377O17.1,ENSG00000271714
CTD-2256P15.5_ENSG00000271715,CTD-2256P15.5,ENSG00000271715
RP11-169K17.4_ENSG00000271716,RP11-169K17.4,ENSG00000271716
CTD-3020H12.4_ENSG00000271717,CTD-3020H12.4,ENSG00000271717
MROH7-TTC4_ENSG00000271723,MROH7-TTC4,ENSG00000271723
RP11-532F6.4_ENSG00000271727,RP11-532F6.4,ENSG00000271727
RP11-787I22.3_ENSG00000271730,RP11-787I22.3,ENSG00000271730
RP5-1182A14.5_ENSG00000271732,RP5-1182A14.5,ENSG00000271732
RP1-111B22.3_ENSG00000271734,RP1-111B22.3,ENSG00000271734
RP11-85G21.3_ENSG00000271736,RP11-85G21.3,ENSG00000271736
CTB-113I20.2_ENSG00000271737,CTB-113I20.2,ENSG00000271737
RP11-244H3.4_ENSG00000271741,RP11-244H3.4,ENSG00000271741
RP4-680D5.9_ENSG00000271742,RP4-680D5.9,ENSG00000271742
CTD-2541M15.3_ENSG00000271743,CTD-2541M15.3,ENSG00000271743
RP11-110I1.14_ENSG00000271751,RP11-110I1.14,ENSG00000271751
RP11-269M20.3_ENSG00000271752,RP11-269M20.3,ENSG00000271752
RP3-337H4.9_ENSG00000271754,RP3-337H4.9,ENSG00000271754
RP1-153G14.4_ENSG00000271755,RP1-153G14.4,ENSG00000271755
RP11-111M22.5_ENSG00000271757,RP11-111M22.5,ENSG00000271757
RP11-35J10.5_ENSG00000271758,RP11-35J10.5,ENSG00000271758
XXbac-BPGBPG55C20.3_ENSG00000271761,XXbac-BPGBPG55C20.3,ENSG00000271761
RP11-386M24.9_ENSG00000271763,RP11-386M24.9,ENSG00000271763
RP11-1250I15.3_ENSG00000271771,RP11-1250I15.3,ENSG00000271771
RP4-678D15.1_ENSG00000271774,RP4-678D15.1,ENSG00000271774
RP11-1017G21.5_ENSG00000271780,RP11-1017G21.5,ENSG00000271780
CTD-2589H19.6_ENSG00000271781,CTD-2589H19.6,ENSG00000271781
RP1-28H20.3_ENSG00000271784,RP1-28H20.3,ENSG00000271784
RP11-254F7.3_ENSG00000271787,RP11-254F7.3,ENSG00000271787
CTD-2201E18.5_ENSG00000271788,CTD-2201E18.5,ENSG00000271788
RP5-1112D6.7_ENSG00000271789,RP5-1112D6.7,ENSG00000271789
CTC-251D13.1_ENSG00000271795,CTC-251D13.1,ENSG00000271795
CTC-428G20.6_ENSG00000271797,CTC-428G20.6,ENSG00000271797
RP1-63M2.5_ENSG00000271803,RP1-63M2.5,ENSG00000271803
RP5-892K4.1_ENSG00000271806,RP5-892K4.1,ENSG00000271806
RP11-426L16.10_ENSG00000271810,RP11-426L16.10,ENSG00000271810
RP1-79C4.4_ENSG00000271811,RP1-79C4.4,ENSG00000271811
CTD-2235C13.3_ENSG00000271815,CTD-2235C13.3,ENSG00000271815
RP5-894D12.5_ENSG00000271820,RP5-894D12.5,ENSG00000271820
XXbac-BPG299F13.14_ENSG00000271821,XXbac-BPG299F13.14,ENSG00000271821
AC009014.3_ENSG00000271824,AC009014.3,ENSG00000271824
RP11-337N6.2_ENSG00000271825,RP11-337N6.2,ENSG00000271825
PLS3-AS1_ENSG00000271826,PLS3-AS1,ENSG00000271826
CTD-2310F14.1_ENSG00000271828,CTD-2310F14.1,ENSG00000271828
RP11-1C8.7_ENSG00000271830,RP11-1C8.7,ENSG00000271830
RP1-224A6.9_ENSG00000271840,RP1-224A6.9,ENSG00000271840
RP11-245J9.5_ENSG00000271843,RP11-245J9.5,ENSG00000271843
RP11-464F9.21_ENSG00000271848,RP11-464F9.21,ENSG00000271848
CTC-332L22.1_ENSG00000271849,CTC-332L22.1,ENSG00000271849
RP11-16D22.2_ENSG00000271850,RP11-16D22.2,ENSG00000271850
RP11-214N9.1_ENSG00000271855,RP11-214N9.1,ENSG00000271855
LINC01215_ENSG00000271856,LINC01215,ENSG00000271856
RP1-244F24.1_ENSG00000271857,RP1-244F24.1,ENSG00000271857
CYB561D2_ENSG00000271858,CYB561D2_1,ENSG00000271858
RP11-436D23.1_ENSG00000271860,RP11-436D23.1,ENSG00000271860
RP11-343L5.2_ENSG00000271862,RP11-343L5.2,ENSG00000271862
RP11-1293J14.1_ENSG00000271868,RP11-1293J14.1,ENSG00000271868
RP11-51J9.5_ENSG00000271869,RP11-51J9.5,ENSG00000271869
RP11-97C16.1_ENSG00000271870,RP11-97C16.1,ENSG00000271870
AC005740.6_ENSG00000271871,AC005740.6,ENSG00000271871
CTD-2024P10.2_ENSG00000271874,CTD-2024P10.2,ENSG00000271874
KB-1410C5.5_ENSG00000271882,KB-1410C5.5,ENSG00000271882
RP11-560J1.2_ENSG00000271888,RP11-560J1.2,ENSG00000271888
RP11-493E12.1_ENSG00000271889,RP11-493E12.1,ENSG00000271889
CTD-2228A4.1_ENSG00000271892,CTD-2228A4.1,ENSG00000271892
RP11-762E8.1_ENSG00000271893,RP11-762E8.1,ENSG00000271893
RP4-635E18.8_ENSG00000271895,RP4-635E18.8,ENSG00000271895
RP11-266E6.3_ENSG00000271901,RP11-266E6.3,ENSG00000271901
RP11-532F6.5_ENSG00000271911,RP11-532F6.5,ENSG00000271911
RP1-111C20.4_ENSG00000271913,RP1-111C20.4,ENSG00000271913
RP11-884K10.6_ENSG00000271916,RP11-884K10.6,ENSG00000271916
CTD-2287O16.5_ENSG00000271918,CTD-2287O16.5,ENSG00000271918
CTD-2376I4.1_ENSG00000271926,CTD-2376I4.1,ENSG00000271926
RP11-63L7.5_ENSG00000271931,RP11-63L7.5,ENSG00000271931
RP11-338I21.1_ENSG00000271933,RP11-338I21.1,ENSG00000271933
RP11-443B20.1_ENSG00000271936,RP11-443B20.1,ENSG00000271936
RP11-424N24.2_ENSG00000271937,RP11-424N24.2,ENSG00000271937
RP11-589C21.6_ENSG00000271938,RP11-589C21.6,ENSG00000271938
RP11-188P20.3_ENSG00000271941,RP11-188P20.3,ENSG00000271941
RP11-222K16.1_ENSG00000271943,RP11-222K16.1,ENSG00000271943
RP11-354K4.2_ENSG00000271945,RP11-354K4.2,ENSG00000271945
RP11-439M11.1_ENSG00000271947,RP11-439M11.1,ENSG00000271947
RP11-245G13.2_ENSG00000271952,RP11-245G13.2,ENSG00000271952
RP11-444A22.1_ENSG00000271955,RP11-444A22.1,ENSG00000271955
RP11-617D20.2_ENSG00000271958,RP11-617D20.2,ENSG00000271958
CTD-3064M3.7_ENSG00000271959,CTD-3064M3.7,ENSG00000271959
CTD-2140B24.6_ENSG00000271963,CTD-2140B24.6,ENSG00000271963
RP11-415F23.2_ENSG00000271964,RP11-415F23.2,ENSG00000271964
RP11-134K13.4_ENSG00000271967,RP11-134K13.4,ENSG00000271967
U47924.29_ENSG00000271969,U47924.29,ENSG00000271969
RP3-337H4.10_ENSG00000271970,RP3-337H4.10,ENSG00000271970
CTD-2006H14.2_ENSG00000271971,CTD-2006H14.2,ENSG00000271971
RP11-572O6.1_ENSG00000271973,RP11-572O6.1,ENSG00000271973
RP11-884K10.7_ENSG00000271976,RP11-884K10.7,ENSG00000271976
RP11-428J1.4_ENSG00000271978,RP11-428J1.4,ENSG00000271978
CTD-2256P15.4_ENSG00000271980,CTD-2256P15.4,ENSG00000271980
RP11-28H5.2_ENSG00000271983,RP11-28H5.2,ENSG00000271983
RP3-337O18.9_ENSG00000271984,RP3-337O18.9,ENSG00000271984
RP11-79O8.1_ENSG00000271991,RP11-79O8.1,ENSG00000271991
RP11-42O15.3_ENSG00000271992,RP11-42O15.3,ENSG00000271992
RP11-285J16.1_ENSG00000271993,RP11-285J16.1,ENSG00000271993
RP11-337N6.1_ENSG00000271996,RP11-337N6.1,ENSG00000271996
RP11-557L19.1_ENSG00000272002,RP11-557L19.1,ENSG00000272002
RP11-345P4.10_ENSG00000272004,RP11-345P4.10,ENSG00000272004
RP11-393I2.4_ENSG00000272008,RP11-393I2.4,ENSG00000272008
RP1-313I6.12_ENSG00000272009,RP1-313I6.12,ENSG00000272009
CTD-3025N20.3_ENSG00000272010,CTD-3025N20.3,ENSG00000272010
RP1-199J3.7_ENSG00000272017,RP1-199J3.7,ENSG00000272017
AC008592.8_ENSG00000272021,AC008592.8,ENSG00000272021
CTC-350I8.1_ENSG00000272023,CTC-350I8.1,ENSG00000272023
RP11-546K22.3_ENSG00000272024,RP11-546K22.3,ENSG00000272024
RP11-529E15.1_ENSG00000272027,RP11-529E15.1,ENSG00000272027
RP1-178F15.4_ENSG00000272030,RP1-178F15.4,ENSG00000272030
ANKRD34A_ENSG00000272031,ANKRD34A,ENSG00000272031
KB-431C1.5_ENSG00000272037,KB-431C1.5,ENSG00000272037
CTC-366B18.4_ENSG00000272040,CTC-366B18.4,ENSG00000272040
RP11-44N11.3_ENSG00000272043,RP11-44N11.3,ENSG00000272043
RP11-471M2.3_ENSG00000272046,RP11-471M2.3,ENSG00000272046
GTF2H5_ENSG00000272047,GTF2H5,ENSG00000272047
RP11-480D4.6_ENSG00000272049,RP11-480D4.6,ENSG00000272049
RP11-367G6.3_ENSG00000272053,RP11-367G6.3,ENSG00000272053
RP11-503P10.1_ENSG00000272056,RP11-503P10.1,ENSG00000272056
CTB-40H15.4_ENSG00000272057,CTB-40H15.4,ENSG00000272057
FAM231D_ENSG00000272058,FAM231D,ENSG00000272058
RP11-284F21.9_ENSG00000272068,RP11-284F21.9,ENSG00000272068
AC005618.6_ENSG00000272070,AC005618.6,ENSG00000272070
RP11-332J15.4_ENSG00000272071,RP11-332J15.4,ENSG00000272071
CTA-363E19.2_ENSG00000272072,CTA-363E19.2,ENSG00000272072
RP11-11C20.3_ENSG00000272076,RP11-11C20.3,ENSG00000272076
RP11-348P10.2_ENSG00000272077,RP11-348P10.2,ENSG00000272077
RP4-734G22.3_ENSG00000272078,RP4-734G22.3,ENSG00000272078
LA16c-380H5.5_ENSG00000272079,LA16c-380H5.5,ENSG00000272079
CTD-2376I4.2_ENSG00000272081,CTD-2376I4.2,ENSG00000272081
RP11-542A14.2_ENSG00000272085,RP11-542A14.2,ENSG00000272085
CTD-2186M15.3_ENSG00000272086,CTD-2186M15.3,ENSG00000272086
RP11-379F4.7_ENSG00000272087,RP11-379F4.7,ENSG00000272087
RP11-168F9.2_ENSG00000272088,RP11-168F9.2,ENSG00000272088
RP11-350N15.5_ENSG00000272092,RP11-350N15.5,ENSG00000272092
RP4-665J23.4_ENSG00000272094,RP4-665J23.4,ENSG00000272094
RP11-421M1.8_ENSG00000272097,RP11-421M1.8,ENSG00000272097
RP11-155O18.6_ENSG00000272100,RP11-155O18.6,ENSG00000272100
RP3-355L5.5_ENSG00000272102,RP3-355L5.5,ENSG00000272102
CTD-2653M23.3_ENSG00000272103,CTD-2653M23.3,ENSG00000272103
RP11-345P4.9_ENSG00000272106,RP11-345P4.9,ENSG00000272106
AC005754.8_ENSG00000272108,AC005754.8,ENSG00000272108
CTD-2260A17.3_ENSG00000272109,CTD-2260A17.3,ENSG00000272109
CTB-113P19.5_ENSG00000272112,CTB-113P19.5,ENSG00000272112
GS1-393G12.14_ENSG00000272115,GS1-393G12.14,ENSG00000272115
CTD-2366F13.2_ENSG00000272123,CTD-2366F13.2,ENSG00000272123
KB-1836B5.4_ENSG00000272128,KB-1836B5.4,ENSG00000272128
RP11-250B2.6_ENSG00000272129,RP11-250B2.6,ENSG00000272129
RP11-360I2.1_ENSG00000272130,RP11-360I2.1,ENSG00000272130
RP11-177G23.2_ENSG00000272137,RP11-177G23.2,ENSG00000272137
LINC01607_ENSG00000272138,LINC01607,ENSG00000272138
RP11-574K11.29_ENSG00000272140,RP11-574K11.29,ENSG00000272140
RP11-465B22.8_ENSG00000272141,RP11-465B22.8,ENSG00000272141
RP11-428J1.5_ENSG00000272142,RP11-428J1.5,ENSG00000272142
FGF14-AS2_ENSG00000272143,FGF14-AS2,ENSG00000272143
CTD-2035E11.5_ENSG00000272144,CTD-2035E11.5,ENSG00000272144
NFYC-AS1_ENSG00000272145,NFYC-AS1,ENSG00000272145
ARF4-AS1_ENSG00000272146,ARF4-AS1,ENSG00000272146
RP11-195B17.1_ENSG00000272148,RP11-195B17.1,ENSG00000272148
RP1-286D6.5_ENSG00000272153,RP1-286D6.5,ENSG00000272153
RP11-707M3.3_ENSG00000272155,RP11-707M3.3,ENSG00000272155
RP11-477N3.1_ENSG00000272156,RP11-477N3.1,ENSG00000272156
RP11-840I19.5_ENSG00000272158,RP11-840I19.5,ENSG00000272158
RP11-350N15.6_ENSG00000272159,RP11-350N15.6,ENSG00000272159
PROX1-AS1_ENSG00000272167,PROX1-AS1,ENSG00000272167
CASC15_ENSG00000272168,CASC15,ENSG00000272168
RP11-387M24.5_ENSG00000272170,RP11-387M24.5,ENSG00000272170
RP13-582O9.7_ENSG00000272172,RP13-582O9.7,ENSG00000272172
U47924.31_ENSG00000272173,U47924.31,ENSG00000272173
RP4-657D16.6_ENSG00000272175,RP4-657D16.6,ENSG00000272175
RP11-481J13.1_ENSG00000272180,RP11-481J13.1,ENSG00000272180
RP11-245J9.6_ENSG00000272181,RP11-245J9.6,ENSG00000272181
RP11-802O23.3_ENSG00000272182,RP11-802O23.3,ENSG00000272182
RP11-523H20.3_ENSG00000272183,RP11-523H20.3,ENSG00000272183
RP11-110I1.13_ENSG00000272186,RP11-110I1.13,ENSG00000272186
RP3-325F22.5_ENSG00000272189,RP3-325F22.5,ENSG00000272189
CTD-2532N20.1_ENSG00000272192,CTD-2532N20.1,ENSG00000272192
RP11-156E8.1_ENSG00000272195,RP11-156E8.1,ENSG00000272195
HIST2H2AA4_ENSG00000272196,HIST2H2AA4,ENSG00000272196
RP11-157F20.3_ENSG00000272202,RP11-157F20.3,ENSG00000272202
AC004775.5_ENSG00000272203,AC004775.5,ENSG00000272203
RP11-277B15.3_ENSG00000272205,RP11-277B15.3,ENSG00000272205
RP3-500L14.2_ENSG00000272209,RP3-500L14.2,ENSG00000272209
RP11-347P5.1_ENSG00000272211,RP11-347P5.1,ENSG00000272211
XXbac-BPG157A10.21_ENSG00000272217,XXbac-BPG157A10.21,ENSG00000272217
XXbac-BPG181B23.7_ENSG00000272221,XXbac-BPG181B23.7,ENSG00000272221
RP1-20C7.6_ENSG00000272223,RP1-20C7.6,ENSG00000272223
RP11-63G10.3_ENSG00000272226,RP11-63G10.3,ENSG00000272226
RP11-22L13.1_ENSG00000272235,RP11-22L13.1,ENSG00000272235
XXbac-BPG170G13.32_ENSG00000272236,XXbac-BPG170G13.32,ENSG00000272236
CTB-108O6.2_ENSG00000272239,CTB-108O6.2,ENSG00000272239
RP5-855D21.1_ENSG00000272240,RP5-855D21.1,ENSG00000272240
RP11-554D15.3_ENSG00000272243,RP11-554D15.3,ENSG00000272243
RP11-379F4.9_ENSG00000272247,RP11-379F4.9,ENSG00000272247
RP3-406P24.4_ENSG00000272248,RP3-406P24.4,ENSG00000272248
KB-1958F4.2_ENSG00000272249,KB-1958F4.2,ENSG00000272249
RP11-346C20.4_ENSG00000272250,RP11-346C20.4,ENSG00000272250
RP11-531A24.7_ENSG00000272254,RP11-531A24.7,ENSG00000272254
CTD-3224K15.3_ENSG00000272255,CTD-3224K15.3,ENSG00000272255
RP11-489E7.4_ENSG00000272256,RP11-489E7.4,ENSG00000272256
RP11-305P22.9_ENSG00000272259,RP11-305P22.9,ENSG00000272259
RP11-767C1.2_ENSG00000272263,RP11-767C1.2,ENSG00000272263
CTD-2287O16.4_ENSG00000272265,CTD-2287O16.4,ENSG00000272265
RP11-375N15.2_ENSG00000272267,RP11-375N15.2,ENSG00000272267
RP11-500C11.3_ENSG00000272269,RP11-500C11.3,ENSG00000272269
XXbac-BPG252P9.10_ENSG00000272273,XXbac-BPG252P9.10,ENSG00000272273
LINC00551_ENSG00000272274,LINC00551,ENSG00000272274
RP11-791G15.2_ENSG00000272275,RP11-791G15.2,ENSG00000272275
RP1-40E16.12_ENSG00000272277,RP1-40E16.12,ENSG00000272277
RP11-157J24.2_ENSG00000272279,RP11-157J24.2,ENSG00000272279
RP11-222K16.2_ENSG00000272282,RP11-222K16.2,ENSG00000272282
RP11-140K17.3_ENSG00000272288,RP11-140K17.3,ENSG00000272288
RP11-91J19.3_ENSG00000272293,RP11-91J19.3,ENSG00000272293
RP11-394A14.4_ENSG00000272299,RP11-394A14.4,ENSG00000272299
RP11-111M22.4_ENSG00000272301,RP11-111M22.4,ENSG00000272301
RP11-19C24.1_ENSG00000272304,RP11-19C24.1,ENSG00000272304
RP11-894J14.5_ENSG00000272305,RP11-894J14.5,ENSG00000272305
RP11-231G3.1_ENSG00000272308,RP11-231G3.1,ENSG00000272308
RP11-239L20.6_ENSG00000272312,RP11-239L20.6,ENSG00000272312
XXbac-BPGBPG55C20.2_ENSG00000272316,XXbac-BPGBPG55C20.2,ENSG00000272316
RP11-506K6.4_ENSG00000272320,RP11-506K6.4,ENSG00000272320
KB-1517D11.4_ENSG00000272321,KB-1517D11.4,ENSG00000272321
CTD-2517O10.6_ENSG00000272323,CTD-2517O10.6,ENSG00000272323
CTD-2154B17.4_ENSG00000272324,CTD-2154B17.4,ENSG00000272324
NUDT3_ENSG00000272325,NUDT3,ENSG00000272325
RP4-594A5.1_ENSG00000272328,RP4-594A5.1,ENSG00000272328
RP11-65L19.4_ENSG00000272329,RP11-65L19.4,ENSG00000272329
KMT2B_ENSG00000272333,KMT2B,ENSG00000272333
RP11-129K12.1_ENSG00000272334,RP11-129K12.1,ENSG00000272334
RP11-53O19.3_ENSG00000272335,RP11-53O19.3,ENSG00000272335
RP11-722E23.2_ENSG00000272338,RP11-722E23.2,ENSG00000272338
